file,meeting_title,year,bucket,use_case,description,evidence_joined,n_evidence,n_customer_quotes,n_voxel_quotes,has_customer_quote,min_quote_len,avg_quote_len
20a3a151-a51a-48ed-b23d-203409be2306.json,West Drive Fabrication / Voxel:  West Drive Fabrication kickoff,2022,safety,"Unsafe forklift load handling (split forking, bulldozing, high loads)","Monitor for and surface unsafe forklift load-handling behaviors such as split forking, pushing/bulldozing loads, and carrying excessively high stacks.","the PIVs and the amount of containers that they're moving at any given time, whether they're split forking or, you know, excessively high may be another angle to look at. | you're going to see bulldozing, and the reason that's why I want to use the dock, and maybe your maintenance team, do they get a little ticked off when people park on your dock levelers? | Should he be pushing it like that, though?",3,2,1,True,42,132.7
20a3a151-a51a-48ed-b23d-203409be2306.json,West Drive Fabrication / Voxel:  West Drive Fabrication kickoff,2022,safety,"Obstructions, blocked walking paths, and unauthorized parking","Detect blocked walkways forcing pedestrians into drive aisles, forklifts parked in drive aisles, and housekeeping issues that elevate risk.","we'd want to know if it's a blocked walking path forcing users into the pedestrian lane. | do you have pits that park there that cause, you know, pit parked in a dry vial, those type of things? | There's an OSA violation right there in the middle of the screen. You got that leaning pallet.",3,0,3,False,88,94.7
20a3a151-a51a-48ed-b23d-203409be2306.json,West Drive Fabrication / Voxel:  West Drive Fabrication kickoff,2022,safety,Ergonomics risk detection at presses/workstations,Use available camera views (with full-body blurring as needed) to observe ergonomic risks for associates at presses and other workstations.,"from an ergonomic standpoint, I don't think we're going to get much in that way because the union wouldn't allow us to put cameras that show anyone working. | We do have the option to do full-body blurring. | This would be one exception... one of our press machines that would show the two individuals here and here actually working where we might be able to get some ergonomics.",3,2,1,True,47,124.3
20a3a151-a51a-48ed-b23d-203409be2306.json,West Drive Fabrication / Voxel:  West Drive Fabrication kickoff,2022,safety,Working at heights on trailers (flatbed unloading),Detect personnel working at elevation on trailer beds during steel receiving/unloading to address fall hazards.,"the guy on the trailer bed right there, I mean, it's an easy, you know, we could put working at heights.",1,0,1,False,104,104.0
20a3a151-a51a-48ed-b23d-203409be2306.json,West Drive Fabrication / Voxel:  West Drive Fabrication kickoff,2022,safety,Suspended load/overhead crane safety (indoor future scope),Monitor proximity to moving suspended loads from overhead cranes; noted as currently supported outdoors and requiring indoor training for future enablement.,"Do you have the capability, at least, you know, out of the gate to look at, like, proximity to objects, like dyes specifically, when they're in motion, like a dye on a crane? | overhead and suspended load right now, from a use case standpoint, is outdoor only. It's raw material usage. It would have to be trained from an indoor standpoint.",2,1,1,True,163,168.5
20a3a151-a51a-48ed-b23d-203409be2306.json,West Drive Fabrication / Voxel:  West Drive Fabrication kickoff,2022,safety,Risk heat maps and safety analytics,"Generate AI-driven heat maps to visualize where incidents cluster, identify concentrated risk areas, and inform layout and operational changes for mitigation.","It's an AI-driven heat map. So these are the types of visuals that we're going to help teams understand where your incidents are clustering, what are those concentrated areas of risk, and really be able to enable that data-informed decision about layout, about operations, and ultimately risk mitigation.",1,0,1,False,304,304.0
20a3a151-a51a-48ed-b23d-203409be2306.json,West Drive Fabrication / Voxel:  West Drive Fabrication kickoff,2022,safety,Forklift driving behavior compliance (speed and restricted areas),Track forklift driving behaviors such as speed and entry into areas where vehicles should not be present.,there's lots of low-hanging fruit out there in terms of speed and pedestrian interaction and vehicles in places they shouldn't be and how we control some things like that,1,1,0,True,170,170.0
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,No-stop at intersections/end-of-aisles,Detect forklifts failing to stop at designated doors or end-of-aisle/intersections to prevent impacts and near-miss collisions.,"Are they stopping and starting at stop signs, right? | So you'll see here, this got pulled in for a no-stop at intersection, right? | Let's say we wanted a no-stop at this door, right?",3,0,3,False,50,59.3
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,PIT-to-person proximity monitoring,Alert when a moving forklift (PIT) comes within a defined distance of a pedestrian to prevent strikes.,"Are they getting too close to another person or another forklift, pit? | So pit to person, the rule, because I mentioned it's rules. The rule is a moving pit gets within three feet of another person.",2,0,2,False,70,98.0
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,PIT-to-PIT proximity/collision monitoring,Detect forklifts getting too close or colliding to reduce impacts and inform safer traffic patterns.,"And then pit to pit is the same premise, right? Just it's pit to pit. | They actually hit each other.",2,1,1,True,29,49.0
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,Ergonomics monitoring (overreaching/improper bends),Detect overreaching and improper bending while handling items to reduce ergonomic injuries and guide behavior/engineering changes.,"So like you mentioned earlier, right? Ergonomics, right? So how are people lifting with posture? | So we do overreaches and improper bends. | They have to be handling something for it to trigger. | You'll see here, this individual comes in, lifting a palate over their head, getting on their tippy-toes.",4,0,4,False,40,73.5
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,"No-ped zones for hazardous areas (e.g., rollers)",Use no-pedestrian zones to detect and prevent people entering dangerous areas like conveyor rollers.,"We would accomplish that with a no-ped zone. So no-ped zone basically means should someone never be somewhere? | For this customer, like I said, maybe back of house for you guys out in the yard. But you see here, they didn't want anyone walking on the rollers.",2,0,2,False,110,128.5
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,Obstruction detection for egress/pedestrian walkways,"Detect objects left where they shouldn’t be, such as in pedestrian walkways or blocking emergency exits, to maintain safe egress.",They don't want product being left in those pedestrian washways as best as possible. | We have a trash can in front of emergency exit.,2,1,1,True,47,65.5
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,Yard vehicle speeding alerts,Monitor and alert when yard trucks exceed speed limits to improve safety.,"Or speeding, right? | We want to know every single time a truck is going over 15 miles an hour. Boom.",2,1,1,True,19,49.0
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,safety,PIT parking duration and distraction monitoring,Detect PITs parked in restricted areas/for too long and operators getting off to use cell phones to reduce distraction and keep aisles safe.,"We can also do parking duration. So like, should pits not be parked somewhere for any amount of time? | So, you know, are people getting off their pits to get on their cell phones in certain areas? | Operational flow, right? Dwell time, things like that.",3,1,2,True,54,82.7
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,nonsafety,Open door duration monitoring,Track how long facility doors remain open to enforce policies and manage energy/security.,You mentioned open door durations. | We can do that.,2,2,0,True,15,24.5
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,nonsafety,After-hours restricted area monitoring (time-based no-ped zones),Use time-based no-pedestrian zones to notify on people in restricted/back-of-facility areas during off-hours for security.,"So, but maybe there's times super late at night, like, hey, no one in the back of the facility should be back there, right? | From like midnight to 6 a.m.. | We can do things around like things like that. | So you guys can be notified if, you know, someone's... | You know, back there when they shouldn't be back there. | You mentioned, are people hopping a fence? | But if there's something that's like the no-ped zone, right, like that would be a really good use for our email notification. | Hey, 3 a.m.., send an email to this person if someone's walking around the back of the facility, right, outside.",8,2,6,True,29,73.2
249676e3-f866-4b77-a993-05b9da4f6638.json,Kodiak Point Fabrication + Voxel - Deployment,2024,nonsafety,PIT parking duration and dwell-time analytics for operational flow,Monitor where PITs are parked and dwell time to identify bottlenecks and improve flow.,"We can also do parking duration. So like, should pits not be parked somewhere for any amount of time? | Operational flow, right? Dwell time, things like that.",2,1,1,True,54,77.5
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,safety,Detect and prevent catastrophic safety events,"Use the platform to surface previously unseen, potentially catastrophic safety risks and implement controls tied to data and real-world cost to demonstrate avoided injuries.","what were the types of injuries that we really didn't have insight into previously, that we kind of always knew were occurring, that were potentially catastrophic in nature, that now we have insight into, we've actually seen them occurring, and we've been able to put some sort of control in place that we can tie back to data really quickly to show that we've made an impact. | Yeah, and the fact that Wiggins has had two catastrophic injuries, I mean, that was, that was the. | from the things that I've seen early on, you know, we've dodged a few of those, you know, super critical hazards that could have been catastrophic. | Yeah, and we can put a dollar associated to those, so. | I'd prefer to, you know, put a dollar figure out there that's in line with what you've experienced in the past from those types of injuries, Tristan.",5,2,3,True,54,164.8
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,safety,Continuous AI safety coverage vs human observation,"Leverage always-on AI monitoring to cover the facility for incidents and near misses, overcoming the limits of safety staff presence and highlighting time/cost advantages over manual observations.","hey, I know if we hired 10 safety people, they all would be in the wrong place when an incident occurred, like they would all be at the other end of the mill checking on different things. | safety professionals can't be all in one place at the same time, around the clock. | even if you said, all right, well, each one is tens of minutes where this is running continuously or autonomously.",3,2,1,True,82,127.7
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,safety,Detect dangerous zone intrusions to drive engineering redesign,"Identify workers entering hazardous machine areas (e.g., between boards) and use these insights to redesign the area, with evidence of risk reduction afterward.","I remember the one guy, you know, kind of ducking in between the boards. | And then they kind of redesigned that whole area. | I think if we would have put a marker on that date, you probably would have seen the trend go sharply down.",3,3,0,True,49,76.0
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,safety,Post-intervention markers and trend analysis to validate safety actions,"Use platform marker points to correlate corrective actions with incident trends and demonstrate non-events post-intervention, validating safety investments.","I feel like identifying when we had one of those marker points, where, you know, up until that point, we had a thousand, you know, issues, and then Trey, we created a corrective action, we had a marker point, and then from then on, it's been a non-event. | We can go back and put that marker in, though. | the markers may be put in post.",3,2,1,True,31,110.3
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,safety,Fire-related issue alerts,Add monitoring that can recognize signs of a fire-related issue and send notifications so the team can respond sooner.,"We've had a fire-related event, and we want to know whether the system could recognize that type of signal. | Is there a way to tie it into the system so we get a notification when that kind of event occurs? | it sends alerts for fire prevention and safety",3,3,0,True,46,83.3
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,nonsafety,Continuous AI safety coverage vs human observation,"Use AI to replace or augment manual observations, quantifying the labor/time saved versus human spot checks to support cost-savings and scalability.","hey, I know if we hired 10 safety people, they all would be in the wrong place when an incident occurred, like they would all be at the other end of the mill checking on different things. | safety professionals can't be all in one place at the same time, around the clock. | even if you said, all right, well, each one is tens of minutes where this is running continuously or autonomously.",3,2,1,True,82,127.7
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,nonsafety,Post-intervention markers and trend analysis for ROI,"Apply marker points and trend analysis to tie corrective actions to reduced event rates, building an ROI narrative for leadership.","I feel like identifying when we had one of those marker points, where, you know, up until that point, we had a thousand, you know, issues, and then Trey, we created a corrective action, we had a marker point, and then from then on, it's been a non-event. | We can go back and put that marker in, though. | the markers may be put in post.",3,2,1,True,31,110.3
2529844c-2be9-4979-9296-deec8ab79944.json,Oak Motive Solutions | Voxel Value Presentation,2023,nonsafety,Early issue detection for downtime prevention,Overlay additional monitoring on equipment to identify abnormal signals and trigger alerts for early maintenance to reduce unplanned downtime.,They can identify where different rollers are behaving a bit differently than expected. | Early detection for downtime events.,2,2,0,True,36,61.5
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,safety,Forklift–pedestrian collision prevention and intersection compliance,"Monitor forklift–pedestrian interactions, especially at blind corners and intersections, to prevent collisions and enforce stopping behavior.","We were focusing on pedestrian, forklift, collision safety. | the vehicle safety, forklifts to like pedestrian proximity we can monitor for. | No. So, you say, obviously, no stop at intersection here is up 50-125%.",3,1,2,True,59,69.3
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,safety,"Ergonomics risk detection (overreaching, improper lifting)","Detect and reduce ergonomic risks such as overreaching and improper lifting, and use insights to adjust workstation setup (e.g., table/lift heights) and coach behaviors to prevent strains/sprains.","You know, we're looking for pinch points, people putting their hands in places or circumventing safety items, and like Don says, also ergonomics, you know, and proper lifting and things like that. | we had several back strains about the same time. So we really focus on ergonomics | But we see the classic injuries, right? Overreaching every once in a while, improper lifting. | maybe the lift table's too high, maybe it's too low, and adjusting it there or adjusting one part of the station, moving something six feet closer to eliminate a whole extra step. | So to detect that type of mistake, I guess, I would have been reading through your software, and that would be wonderful for us.",5,4,1,True,81,135.4
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,safety,PPE compliance monitoring,"Improve PPE compliance (e.g., gloves and safety glasses) in departments with inconsistent adherence by detecting non-compliance and driving coaching/culture change.","PPE is not, you know, we don't have 100% of that culture here. | they don't have any repercussions to not wearing the right gloves or not wearing their safety glasses | And then as well as the PPE detection for PPE compliance.",3,2,1,True,57,73.3
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,safety,No‑pedestrian zones and shortcut hazard control,"Define and enforce no‑pedestrian zones to stop unsafe shortcuts like jumping over tables, triggering alerts when people enter restricted areas.","And then, of course, the shortcuts, where the guys want to jump the table instead of taking the long way around, making it a hazard | So what we can do is basically set a no pedestrian zone. | there's a zone that you don't want them to be, you can spark an incident and be notified.",3,1,2,True,56,92.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,safety,Machine pinch‑point and safety‑device circumvention detection,Identify exposures at machine pinch points and detect when safety items/interlocks are bypassed to prevent injuries.,"we're looking for pinch points, people putting their hands in places or circumventing safety items",1,1,0,True,98,98.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,safety,Second‑shift visibility (‘eye in the sky’),"Use AI from existing cameras to provide visibility on off‑hours and second shift, surfacing unsafe behaviors to enable proactive coaching and process changes.","And probably the main reason why we were interested in technology is it's kind of difficult to have eyes all day at all times. We handle two different shifts | One's like looking at Voxel to get the eye in the sky, the areas that you don't have visibility, maybe specifically into that second shift to hopefully get out in front of the things or behaviors and coach to them or make process changes to avoid anything from happening. | That's right.",3,2,1,True,13,147.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,safety,Cross‑site safety analytics and benchmarking,"Aggregate and compare safety indicators (e.g., PPE compliance, incident trends) across multiple plants to identify leaders/laggards and drive culture and coaching changes.","So right now we're looking at the all-sites dashboard within Voxel. | how many incidents over the last about a month. | it would be valuable to see if Puerto Rico is wearing their PPE better than a site and how to make a culture change or, like you say, a coaching change and get them on board.",3,1,2,True,47,96.0
276c425a-9758-4d6e-845b-688667b0d6d5.json,Quarry Flow Logistics + Voxel Intro Call,2023,nonsafety,Cross‑site safety analytics and benchmarking,"Aggregate and compare safety indicators (e.g., PPE compliance, incident trends) across multiple plants to identify leaders/laggards and drive culture and coaching changes.","So right now we're looking at the all-sites dashboard within Voxel. | how many incidents over the last about a month. | it would be valuable to see if Puerto Rico is wearing their PPE better than a site and how to make a culture change or, like you say, a coaching change and get them on board.",3,1,2,True,47,96.0
2afeabc9-2620-449a-8c85-7662d98d1343.json,Meridian Works Operations / Voxel - use case discussion,2022,safety,Deploy Voxel safety computer vision at distribution centers,Meridian Works Operations wants to proceed now with Voxel’s existing safety AI while longer-term adjacent capabilities are explored.,"Yeah, his guidance was to continue on with Voxel, like as we're going to go with you guys, you know, for the safety. | But, no, I hope that we can move forward with safety. | It exists. | Let's just get it going. | There are tons of safety AI vendors. | Bring them in. Get the current product out and working.",6,6,0,True,10,49.0
2afeabc9-2620-449a-8c85-7662d98d1343.json,Meridian Works Operations / Voxel - use case discussion,2022,nonsafety,Sensitive product condition monitoring,Meridian Works Operations is exploring a camera-based solution to monitor packaging state across facilities with varied requirements.,"But then we add this inventory-monitoring need to it. | And now we are doing something with AI at Meridian Works Operations. | So we have to do some, it's called emissivity testing. | We're going to have to do some testing to see if these cameras are sensitive enough for that use case. | And if it doesn't, then that approach may not work for us. | he said this imaging approach is different from standard video, so there are additional technical considerations involved. | one of the vendors has a newer camera product with onboard AI capabilities.",7,6,1,True,53,76.0
2c2374a8-3a6b-43c3-8ad7-944c79f440a1.json,FW: Voxel: Camera Scoping ,2024,safety,Pedestrian entry monitoring in restricted area,Monitor for any pedestrians entering a no-pedestrian-access zone inside the barriers.,"Inside these barriers here. | As an area where, like, there's no pedestrian access there, so that would be the only thing you monitor, plus, I mean, maybe that fence that, that's Australian Border Force over that fence, so it's very unlikely somebody's going to come over that fence, if they're coming over that fence, they've probably got Border Force people chasing them, but I'd have to go back over there.",2,2,0,True,27,203.0
2c2374a8-3a6b-43c3-8ad7-944c79f440a1.json,FW: Voxel: Camera Scoping ,2024,nonsafety,Perimeter fence intrusion/security monitoring,Potentially monitor the fence line adjacent to the Australian Border Force area for any breaches or unauthorized access.,"plus, I mean, maybe that fence that, that's Australian Border Force over that fence, so it's very unlikely somebody's going to come over that fence, if they're coming over that fence, they've probably got Border Force people chasing them, but I'd have to go back over there.",1,1,0,True,274,274.0
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,safety,Slip and spill hazard detection with near-real-time alerts,"Detect liquid or produce spills on sales floors and alert teams quickly, including accountability when employees pass hazards without acting.","Let's say for a grocery store, could think about like liquid spills or any kind of like spill on the ground that could be a slipship and fall hazard, | Let's say there was a spill on the floor and employees walking by it, right, not doing anything about it, right? We would like to know that, right? | Lastly, for spills, we can do liquid spills, but also we're happy to explore, like, produce spills for you guys, | It's like, it'll be like a few minutes max. So like, it's near real time.",4,4,0,True,73,120.2
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,safety,Employee ergonomics monitoring (improper bending and overreaching),"Monitor for improper lifting/bending and overreaching while stocking, and surface hotspots to reduce musculoskeletal injuries.","we can do things like ergonomics around proper lifting or overreaching. | So essentially, for ergonomics, we can do two types. Improper bending, so when they're bending their back beyond 60 degrees, they'll lift something off the ground, perhaps, or overreaching with, reaching over their shoulder height. | So overreaching, right, while stocking, not using a proper steps tool, standing on a milk crate, things of that nature, right?",3,3,0,True,71,142.7
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,safety,"PPE compliance in kitchens/deli/meat (gloves, hairnets, cut-resistant/mesh gloves)","Detect PPE compliance such as gloves, hairnets, and cut‑resistant or mesh gloves during food prep, slicing, and knife use.","In your kitchen areas or in the deli, we can do PPE. So if you would be wearing gloves or hairnets, | service deli, whenever team members are using a knife, cut-resistant gloves should be on, cleaning or handling slicers, cut-resistant gloves should be on, produce department right now, we're rolling out a brand new program, we're cutting fruit at straw level, same thing back there. | Of course, in the meat department, all day long they use knives, mesh gloves, all that, right?",3,3,0,True,94,158.3
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,safety,Obstruction monitoring for blocked egress and eyewash stations,Detect and alert on blocked exits/egress paths and eyewash stations to maintain safe access and compliance.,"Obstructions. So this would be like blocked egresses in the back of the store, anywhere you don't want something or an object to be. | I always think the word food safety is to think of any kind of food safety type of violations within the facility, doors being left open, eyewash station blocked, those type of things. | In terms of obstructions, in terms of blocked exits, egress areas, eyewash stations, whatever it might be.",3,3,0,True,106,140.7
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,safety,Forklift/pallet jack and pedestrian safety in back rooms,Monitor PIT behaviors such as stopping at intersections and pedestrian proximity in back rooms to reduce collision risks.,"We do like vehicle safety, so forklift safety. | we can do stop at the intersections, forklift and remissives, and things of that nature. | Back rooms, we have pallet jacks, we have forklifts running around. So definitely want it there.",3,2,1,True,46,76.7
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,safety,No‑pedestrian zone enforcement (blended safety and security),"Use virtual no‑pedestrian zones to keep people out of hazardous areas (e.g., around rollers) and control presence by location/time as needed.","No pedestrian zone. This could be used for safety or security. | From a safety perspective here, you're going to see this area right here where the rollers are, and they don't want anyone in the roller area. | Think about your loading docks, your back of buildings, some of those areas where you could potentially have loitering as an issue. You could have some shrink, et cetera.",3,3,0,True,62,124.7
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,safety,Employee vs. customer distinction via uniform for safety accountability,"Differentiate employees from customers using apron/uniform to target safety rules and accountability (e.g., ensure employees address spills and follow ergonomic practices).","How would you distinguish between employees and customers? | All employees working on the sales floor would be wearing the same art apron, right? Would that be enough to distinguish? | Let's say there was a spill on the floor and employees walking by it, right, not doing anything about it, right? We would like to know that, right?",3,3,0,True,58,108.7
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,nonsafety,No‑pedestrian zone and after‑hours presence monitoring for LP/security,"Use no‑pedestrian zones and time‑based rules to detect unauthorized presence, loitering, and potential shrink in areas like registers, docks, back rooms, and after hours.","No pedestrian zone. This could be used for safety or security. | From a safety perspective here, you're going to see this area right here where the rollers are, and they don't want anyone in the roller area. | Think about your loading docks, your back of buildings, some of those areas where you could potentially have loitering as an issue. You could have some shrink, et cetera.",3,3,0,True,62,124.7
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,nonsafety,Restricted access behind registers and counters using rules/uniforms,"Detect non‑employees in restricted zones (e.g., registers, behind counters) using area/time rules and uniform detection to reduce internal theft.","registers? Nobody should be in the registers if you're not an employee, that kind of thing. Behind the counters. Would that be part of this, where you can set up just places and times maybe? | So the rule that I would think about is like, if someone's not wearing an apron, this is a no-pedestrian zone. | We've got a lot of employee theft for just, you know, you're sweeping the broom and the cash is laid out, right?",3,3,0,True,110,137.3
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,nonsafety,Open cooler/freezer door monitoring for energy/product protection,Detect walk‑in cooler/freezer doors left open to reduce energy waste and protect product quality.,"And lastly, can do things around, like, open doors. We've launched this in Brian's facility at AmeriCold in Modesto way back when to help with, like, making sure freezer doors weren't being left open. | say this was a walk-in cooler and the doors were left open, that would be something you guys would also do, right? For energy or those types of things, right?",2,2,0,True,158,179.0
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,nonsafety,Customer service area staffing monitoring,Ensure the customer service area is attended by flagging durations where it is left unattended beyond a set threshold.,"you can also make sure that people are where you want them to be. Like, for instance, if you always wanted to make sure that the customer service area always had somebody there, you know, but no more than a few minutes where maybe it's unattended",1,1,0,True,246,246.0
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,nonsafety,Use Voxel videos in training and explore LMS (Cornerstone) integration,Leverage detected clips for new‑employee training and explore integration with Cornerstone to track training assignments and completion.,"We use a learning management system called Cornerstone. Can this be tied into Cornerstone so we can keep track of training whenever we assign training? Is that a possibility? | New decks or presentations, they have like videos from Voxel, they use that for new employee training. | So you can use our videos for training, but the main purpose is like real-time risk detection and prevention.",3,3,0,True,102,128.3
2fb0bc4b-0c18-4eae-8ff8-988e11af0d41.json,Quarry Span Solutions VOXEL AI PARTNERSHIP,2024,nonsafety,"Safety performance analytics, gamification, and automated reporting","Use dashboards and weekly CSV exports to track trends, support store‑to‑store competition, and report improvements to leadership.","What do you guys see as a ROI as far as getting better, right? So do we use this as a store competition or a warehouse competition? Like, hey, guys, the store down the road is kicking your butt. | Gamification definitely works. Make it fun. | we just set that up with you on like a pushable CSV file. So you say like, hey, I want that every Tuesday morning and it just gets pushed out to you. | That way we would see our weekly stats and have to not go in there. And if we needed them for, you know, the CEO or something, we could export it and say, hey, here's all your accidents in the beginning. Here's what we've done and here's how it's decreased.",4,4,0,True,43,160.8
31021d17-6f04-4dcd-97d6-d45d8e625c28.json,Delaney - Reconnect - North Works Operations + Voxel,2022,safety,Pinpoint hazard hotspots with Heat Maps to drive mitigations,"Use heat maps on specific cameras to see exactly where incidents (e.g., PIT-to-PIT and ergonomics risks) occur and then implement controls like stop signs, mirrors, or area re-engineering.","And then the last, I think the most exciting thing is Heat Maps is now, it's going officially live to everybody at the end. | So this is an example from, you know, a customer of looking at their pit to pit on this exact camera. | But now you have that fourth layer of pinpoint. | I mean exactly where it's happening. | So you'll know exactly where your incidents are taking place on the camera overlay. | Yeah, was going to say that really drives your strategy for mitigation really well at that point because you could say, well, look, it's right here, this one junction. | We need to put in stop signs. | We need to put in mirrors. | It's been huge with Ergo.",9,3,6,True,25,70.8
31021d17-6f04-4dcd-97d6-d45d8e625c28.json,Delaney - Reconnect - North Works Operations + Voxel,2022,safety,Boards for targeted safety monitoring and trend detection,"Create sub-site boards by camera, shift, use case, and user so supervisors see only relevant incidents and can quickly spot trends like increases in no-stops or no‑ped‑zone violations.","So basically boards is like a sub-site within a site. | So you can base a board based off of camera and or use case and or user and or time frame. | Second shift, these a few cameras put together based off these use cases, and only my second shift supervisors can see these boards. | Well, now it's going to spit out, hey, actually Tuesday at one, there's a 20-30% increase in no stops on this camera. | Hey, your no-ped zones are going up around Monday at 5 a.m.. | It gives you a good idea of, you know, really breaks it down at almost a granular level at that point.",6,1,5,True,53,92.3
31021d17-6f04-4dcd-97d6-d45d8e625c28.json,Delaney - Reconnect - North Works Operations + Voxel,2022,safety,Assign and track corrective safety actions with owners and due dates,"Create actions from identified issues (e.g., safety vest non‑compliance), assign an owner and watchers, set due dates with reminders, and track status to ensure mitigation follow‑through.","And then another thing we did was we created actions. | So, if you come in here and there's something you want to see that you want the whole team to take initiative on or certain sets of people to take initiative on, you can now come in here and create an action. | So like with a safety vest, right? | So let's say that I'm going to say Connor's the owner of this assignment or this action. | I really need Derek and David to be a visibility into this too. | And the one thing that I've loved the most is you can assign a due date. | So now you can create a due date, sends reminders. | And then you have a better flow of, hey, what's been assigned out, what's in progress, and what has actually been completed. | That helps really track and drive the mitigation part on the back end.",9,1,8,True,34,84.7
31021d17-6f04-4dcd-97d6-d45d8e625c28.json,Delaney - Reconnect - North Works Operations + Voxel,2022,nonsafety,Boards for targeted monitoring and trend detection,"Use boards to segment data by shift, area, and use case, limit visibility by role, and surface trends quickly for faster time‑to‑insight.","So basically boards is like a sub-site within a site. | So you can base a board based off of camera and or use case and or user and or time frame. | Second shift, these a few cameras put together based off these use cases, and only my second shift supervisors can see these boards. | Well, now it's going to spit out, hey, actually Tuesday at one, there's a 20-30% increase in no stops on this camera. | Hey, your no-ped zones are going up around Monday at 5 a.m.. | It gives you a good idea of, you know, really breaks it down at almost a granular level at that point.",6,1,5,True,53,92.3
